adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 878, 'name': 'Science Fiction'}]",,36680,tt0899298,en,TechnoCalyps,"Are we prepared for dealing with the prospect that humanity is not the end of evolution? Technocalyps is an intriguing three-part documentary on the notion of transhumanism by Belgian visual artist and filmmaker Frank Theys. The latest findings in genetics, robotics, artificial intelligence, bionics and nanotechnology appear in the media every day, but with no analysis of their common aim: that of exceeding human limitations. The director conducts his enquiry into the scientific, ethical and metaphysical dimensions of technological development.",0.315713,/j8HXzQlfYnfd5dY8ffSCQqNakOx.jpg,[],"[{'iso_3166_1': 'BE', 'name': 'Belgium'}]",2006-05-01,0,156.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Are we prepared for dealing with the prospect that humanity is not the end of evolution?,TechnoCalyps,False,5.0,1
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",,222872,tt0120200,en,Starquest II,Sci-fi thriller directed by Fred Gallo.,1.188052,/kYRubwfzgCk9IM3MyJtslCGO1TH.jpg,"[{'name': 'The Pacific Trust', 'id': 30376}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-01-01,0,0.0,[],Released,,Starquest II,False,2.0,1
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,257472,tt0072088,en,Rivers of Sand,"The people portrayed in this film are called Hamar. They dwell in the thorny scrubland of southwestern Ethiopia, about one hundred miles north of Lake Rudolph, Africa's great inland sea. They are isolated by some distant choice that now limits their movement and defines their condition. At least until recently, it has resulted in their retaining a highly traditional way of life.  Hamar women eagerly accept their ritual whipping when boys come of age.  Part of that tradition was the open, even flamboyant, observance of male supremacy. In their isolation, they seemed to have refined this not uncommon principle of social organization into a remarkably pure state. Hamar men are masters and their women are slaves. The film tries to disclose the effect on mood and behavior of lives governed by the idea of sexual inequality.",0.0375,,[],[],1974-10-30,0,83.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Rivers of Sand,False,0.0,0
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,323132,tt0074124,en,Altar of Fire,"This film records a 12 day ritual performed by Mambudiri Brahmins in Kerala, southwest India, in April 1975. This event was possibly the last performance of the Agnicayana, a Vedic ritual of sacrifice dating back 3,000 years and probably the oldest surviving human ritual. Long considered extinct and never witnessed by outsiders, the ceremonies require the participation of seventeen priests, involve libations of Soma juice and oblations of other substances, all preceded by several months of preparation and rehearsals. They include the construction, from a thousand bricks, of a fire altar in the shape of a bird.",0.0,/zE7szDWCCIN6h5XoNJBUuzCyg0o.jpg,[],[],1976-01-01,0,45.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Altar of Fire,False,0.0,0
False,,0,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",,5589,tt0232750,cs,Šíleně smutná princezna,No overview found.,0.375001,/9h5eegOHh1zoaHJCwu9meyVdQJk.jpg,"[{'name': 'Filmové Studio Barrandov', 'id': 1931}]","[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}]",1968-06-07,0,73.0,"[{'iso_639_1': 'cs', 'name': 'Český'}]",Released,,Šíleně smutná princezna,False,6.1,4
False,,0,[],,325439,tt0055178,en,Le Meraviglie di Aladino,Young Aladdin (Donald O'Connor) has a series of wild adventures after he discovers a magic lamp containing a genie (Vittorio De Sica).,0.093498,/UmS7SMaCb1n7uZzkzQSGeGD5Vk.jpg,[],[],1961-10-31,0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Wonders of Aladdin,False,0.0,0
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",,63266,tt1489253,en,Fobos. Klub Strakha,"Rainy summer evening... Young people are arriving at the new trendy club named Phobos which is still under construction. Or re-construction - since it's a former bomb shelter which is reconstructed to become a club. At first, the party sees nothing wrong, but soon the bunker doors turn out to be locked, and the teenagers get trapped underground without light and communication. At first, all of them are joking and do not realize how dangerous their situation is. Then they get frightened. All of them will need to cope with their fears before the bunker will let them free.",0.643625,/2SZBMhKfCSse0FVgOdZMJ5TuG8P.jpg,"[{'name': 'Art Pictures Studio', 'id': 3451}, {'name': 'Art Pictures Group', 'id': 16688}, {'name': 'Taska Productions', 'id': 16689}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2010-03-25,0,79.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Phobos. Fear Kills,False,3.0,2
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",,45527,tt1331329,en,The Final Storm,"A stranger named Silas flees from a devastating storm and finds refuge with Tom and Gillian on their farm. While struggling with the Storm, Silas seems to be the only one who can help Tom and Gillian to find their son but there are other more dangerous forces out there, that are waiting for the three.",1.270832,/sEP5bLtK5IyQxOFtq5AYz4kUpzD.jpg,"[{'name': 'Boll Kino Beteiligungs GmbH & Co. KG', 'id': 1062}, {'name': 'Brightlight Pictures', 'id': 1063}, {'name': 'Flood Productions', 'id': 95579}, {'name': 'Bossa Nova Productions', 'id': 95580}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2010-01-01,0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Action, Horror",The Final Storm,False,3.7,11
False,,0,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",,455661,tt6969946,en,In a Heartbeat,A closeted boy runs the risk of being outed by his own heart after it pops out of his chest to chase down the boy of his dreams.,20.82178,/wJUJROdLOtOzMixkjkx1aaZGSLl.jpg,"[{'name': 'Ringling College of Art and Design', 'id': 18359}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-06-01,0,4.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Heart Wants What The Heart Wants,In a Heartbeat,False,8.3,146
False,,0,"[{'id': 18, 'name': 'Drama'}]",,327237,tt3814486,nl,"Bloed, Zweet en Tranen","Bloed, Zweet en Tranen (Blood, Sweat and Tears) is a story about the life of Andre Hazes, a Dutch populair singer. This movie shows three crucial phases in the life of Hazes: his youth (60's), his breakthrough (80's) and the last year of his life (early '00).",0.590087,/aNrh6DfTngUvi7WdpTjLTPzYbTU.jpg,[],[],2015-04-02,0,111.0,"[{'iso_639_1': 'nl', 'name': 'Nederlands'}]",Released,The movie about Andre Hazes,"Blood, Sweat and Tears",False,6.8,11
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",,84710,tt0036975,en,Jungle Woman,"Paula the ape woman (Acquanetta) is alive and well, and running around a creepy old sanitarium run by the kindly Dr. Fletcher (J. Carrol Naish), also reverting to her true gorilla form every once in a while to kill somebody.",0.143223,/udZ3hvhC52su7UQrGsIyDxK7IQA.jpg,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1944-06-01,0,61.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,RAPTUROUS BEAUTY!...FURY OF A BEAST!,Jungle Woman,False,5.8,2
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10770, 'name': 'TV Movie'}]",,39562,tt0889600,en,To Be Fat Like Me,"Pretty, popular, and slim high-schooler Aly Schimdt had plans of earning a sports scholarship to college but a knee injury ruins her chances. She decides to enter a documentary contest in the hopes of winning money for college. She believes that overweight people, like her mom and brother, seem to make excuses about how the world perceives them. So Aly decides to attend a rival high school as a heavily overweight person for the documentary, but not change her personality. Aly intends and hopes to prove that personality will outshine physical appearance. But when she's met with ridicule, harassment, and name-calling she begins to see things differently.",0.767762,/w1TxeDOMS5so83bECaQECW1pV9.jpg,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2007-01-08,0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,To Be Fat Like Me,False,5.0,12
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,14008,tt0294425,en,Cadet Kelly,Hyperactive teenager Kelly is enrolled into a military school when her new stepfather becomes the Commandant. At first she has problems fitting in and taking orders until she tries out for the drill team.,4.392389,/9sQVYo7B9cSexWXoQVzFFijCbD2.jpg,"[{'name': 'Walt Disney Television', 'id': 670}, {'name': 'Disney Channel', 'id': 3213}, {'name': 'Leider/Shapiro Productions', 'id': 87552}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-03-07,0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Too Cool For The Rules!,Cadet Kelly,False,5.2,145
False,,0,[],,44330,tt0135690,en,Le tripot clandestin,"A combination gambling den and bawdy house is set up so that croupiers, patrons, prostitutes, and the owner can quickly change it all into a mercantile establishment when the cops stage a raid.",0.21926,/6MwBolpHcddjB3JQyNo2AfB8e3L.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",1905-01-01,0,3.0,[],,,The Scheming Gambler's Paradise,False,5.0,3
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",,49279,tt0000359,fr,L'Homme à la tête de caoutchouc,"A chemist in his laboratory places upon a table his own head, alive; then fixing upon his head a rubber tube with a pair of bellows, he begins to blow with all his might. Immediately the head increases in size and continues to enlarge until it becomes truly colossal while making faces. The chemist, fearing to burst it, opens a cock in the tube. The head immediately contracts and resumes its original size. He then calls his assistant and informs him of his discovery. The assistant, wishing to experiment for himself, seizes the bellows and blows into the head with all his might. The head swells until it bursts with a crash, knocking over the two experimenters.",1.618458,/9oqTGZcQf0UwsbA8mKPeJzPRJ5e.jpg,"[{'name': 'Star Film Company', 'id': 45867}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1901-01-01,0,3.0,[],Released,,The Man with the Rubber Head,False,7.6,29
False,,0,"[{'id': 14, 'name': 'Fantasy'}]",,44333,tt0135179,fr,Les cartes vivantes,"A bearded magician holds up a large playing card and makes it larger. He tears up a card of a queen, burns the torn bits, and a life-size Queen of Hearts card appears; then, it becomes alive. The magician puts her back into the card. The same thing happens with the King of Clubs: the card becomes alive. The king removes his costume, and there's something very familiar about him. (IMDb)",0.208349,/v7V9SA14gmznzpvxbKCtA4BzQ7z.jpg,"[{'name': 'Star-Film', 'id': 7159}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1905-01-01,0,3.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,The Living Playing Cards,False,6.1,8
False,,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",,49277,tt0135122,en,Les affiches en goguette,A wall full of advertising posters comes to life.,0.148131,/nLVgY3fYMnRbRzEoz3fF0wrqtCr.jpg,"[{'name': 'Star-Film', 'id': 7159}, {'name': 'Georges Méliès', 'id': 37046}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1906-01-01,0,3.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,The Hilarious Posters,False,4.5,2
False,,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",,49271,tt0127948,en,Le locataire diabolique,A man rents an apartment and furnishes it in remarkable fashion.,0.725084,/tX3x4Jms6xqVgiet0Ei2Ks0XkAg.jpg,"[{'name': 'Star Film Company', 'id': 45867}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1909-01-01,0,6.0,[],Released,,The Devilish Tenant,False,6.7,12
False,,0,[],,44324,tt0135631,fr,Le Roi du maquillage,"The background of this picture represents a scene along the beautiful river Seine in Paris. A gentleman enters, and taking a blackboard from the side of the picture, he draws on it a sketch of a novelist. Then, standing in the centre, he causes the living features of his sketch to appear in the place of his own, which is utterly devoid of whiskers. The change is made so mysteriously that the eye cannot notice it until one sees quite another person in the place of the first. Again another sketch is shown on the board, this one being that of a miser; then an English cockney; a comic character; a French policeman, and last of all, the grinning visage of Mephistopheles. It is almost impossible to give this film a more definite description; suffice it to say that it is something entirely new in motion pictures and is sure to please. Written by Méliès Catalog",0.213973,/ifWvveLPWWrzitz4oL01YMEokiB.jpg,"[{'name': 'Star Film Company', 'id': 45867}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1904-03-05,0,3.0,[],Released,,The Untameable Whiskers,False,6.0,6
False,,0,[],,122036,tt0224286,fr,Les Transmutations imperceptibles,This shows a prince entering upon the stage of the King's private theatre. He is about to do a few mystifying tricks for the amusement of the court.,0.071782,/ifWvveLPWWrzitz4oL01YMEokiB.jpg,"[{'name': 'Star Film Company', 'id': 45867}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1904-01-01,0,2.0,[],Released,,The Imperceptable Transmutations,False,5.0,2
False,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",,14885,tt0457437,en,Pooh's Heffalump Halloween Movie,"It's Halloween in the 100 Acre Wood, and Roo's best new friend, Lumpy, is looking forward to his first time trick-or-treating. That is, until Tigger warns them about the scary Gobloon, who'll turn them into jack-o'-lanterns if he catches them. But if Roo and Lumpy turn the tables on the Gobloon, they get to make a wish! Lumpy and Roo decide to be ""brave together, brave forever"" and catch the Gobloon so they can make their wishes come true.",2.568495,/yU6byKhpzHG1RFpY5PYM6mfhfU1.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-09-13,0,67.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Celebrate Lumpy's First Halloween.,Pooh's Heffalump Halloween Movie,False,5.4,7
False,,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,49280,tt0135453,fr,L'Homme orchestre,"A band-leader has arranged seven chairs for the members of his band. When he sits down in the first chair, a cymbal player appears in the same chair, then rises and sits in the next chair. As the cymbal player sits down, a drummer appears in the second chair, and then likewise moves on to the third chair. In this way, an entire band is soon formed, and is then ready to perform.",1.109068,/ZLOgI7KjtWby1NEg2pjU2Id60W.jpg,"[{'name': 'Star Film Company', 'id': 45867}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1900-01-01,0,1.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,The One-Man Band,False,6.5,22
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",,106807,tt0135571,fr,Nouvelles luttes extravagantes,A series of fantastical wrestling matches.,0.225432,/tn5J3PszVETDkKj49nakmeqr8Od.jpg,"[{'name': 'Star-Film', 'id': 7159}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1900-01-01,0,2.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,The Fat and Lean Wrestling Match,False,6.5,6
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,276895,tt3054038,en,Deep Hearts,"Deep Hearts is a film about the Bororo Fulani, a nomadic society located in central Niger Republic and the title is a reference to an important aspect of these people’s thought and demeanor.",0.011025,/8jI4ykkIVDmrYgUjDld9i0aulMq.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1981-01-01,0,58.0,"[{'iso_639_1': 'ff', 'name': 'Fulfulde'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,Deep Hearts,False,0.0,0
False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,404604,tt5690142,hi,Maa,"The bliss of a biology teacher’s family life in Delhi is shattered when her daughter, Arya  is physically assaulted by Jagan and gang. Does Devki Sabarwal wait for the law to take its course? Or does Devki become Maa Durga and hunt down the perpetrators of the crime?",1.559596,/zZwbntqdfKdVgzH1RoMHa99g0mJ.jpg,"[{'name': 'Mad Films', 'id': 82459}, {'name': 'Third Eye Pictures', 'id': 88831}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2017-07-07,0,146.0,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Mom,False,6.6,14
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,420346,tt4130180,en,The Morning After,The Morning After is a feature film that consists of 8 vignettes that are inter-cut throughout the film. The 8 vignettes are about when you wake up next to someone the next morning...,0.139936,/rpkDqyKdXahRcZIEC9I02EBSwje.jpg,"[{'name': 'Oops Doughnuts Productions', 'id': 5698}, {'name': 'He and She Films', 'id': 85400}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-01-11,0,79.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,What happened last night?,The Morning After,False,4.0,2
False,,0,[],,67179,tt0069215,it,San Michele aveva un gallo,"Sentenced to life imprisonment for illegal activities, Italian International member Giulio Manieri holds on to his political ideals while struggling against madness in the loneliness of his prison cell.",0.225051,/j1AN0L4motTt8SBxeTMXDtExsYl.jpg,[],[],1972-01-01,0,90.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,St. Michael Had a Rooster,False,6.0,3
False,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,84419,tt0038621,en,House of Horrors,"An unsuccessful sculptor saves a madman named ""The Creeper"" from drowning. Seeing an opportunity for revenge, he tricks the psycho into murdering his critics.",0.222814,/yMnq9mL5uYxbRgwKqyz1cVGCJYJ.jpg,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1946-03-29,0,65.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Meet...The CREEPER!,House of Horrors,False,6.3,8
False,,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]",,390959,tt0265736,en,Shadow of the Blair Witch,"In this true-crime documentary, we delve into the murder spree that was the inspiration for Joe Berlinger's ""Book of Shadows: Blair Witch 2"".",0.076061,/q75tCM4pFmUzdCg0gqcOQquCaYf.jpg,[],[],2000-10-22,0,45.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Shadow of the Blair Witch,False,7.0,2
False,,0,"[{'id': 27, 'name': 'Horror'}]",,289923,tt0252966,en,The Burkittsville 7,"A film archivist revisits the story of Rustin Parr, a hermit thought to have murdered seven children while under the possession of the Blair Witch.",0.38645,/lXtoHVdej6kS1Dc7KAhw05sMos9.jpg,"[{'name': 'Neptune Salad Entertainment', 'id': 27570}, {'name': 'Pirie Productions', 'id': 27571}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-10-03,0,30.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Do you know what happened 50 years before ""The Blair Witch Project""?",The Burkittsville 7,False,7.0,1
False,,0,"[{'id': 878, 'name': 'Science Fiction'}]",,222848,tt0112613,en,Caged Heat 3000,"It's the year 3000 AD. The world's most dangerous women are banished to a remote asteroid 45 million light years from earth. Kira Murphy doesn't belong; wrongfully accused of a crime she did not commit, she's thrown in this interplanetary prison and left to her own defenses. But Kira's a fighter, and soon she finds herself in the middle of a female gang war; where everyone wants a piece of the action... and a piece of her! ""Caged Heat 3000"" takes the Women-in-Prison genre to a whole new level... and a whole new galaxy!",0.661558,/4lF9LH0b0Z1X94xGK9IOzqEW6k1.jpg,"[{'name': 'Concorde-New Horizons', 'id': 4688}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-01-01,0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Caged Heat 3000,False,3.5,1
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]",,30840,tt0102797,en,Robin Hood,"Yet another version of the classic epic, with enough variation to make it interesting. The story is the same, but some of the characters are quite different from the usual, in particular Uma Thurman's very special maid Marian. The photography is also great, giving the story a somewhat darker tone.",5.683753,/fQC46NglNiEMZBv5XHoyLuOWoN5.jpg,"[{'name': 'Westdeutscher Rundfunk (WDR)', 'id': 7025}, {'name': 'Working Title Films', 'id': 10163}, {'name': '20th Century Fox Television', 'id': 16323}, {'name': 'CanWest Global Communications', 'id': 38978}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1991-05-13,0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Robin Hood,False,5.7,26
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",http://www.imdb.com/title/tt6209470/,439050,tt6209470,fa,رگ خواب,Rising and falling between a man and woman.,0.072051,/jldsYflnId4tTWPx8es3uzsB1I8.jpg,[],"[{'iso_3166_1': 'IR', 'name': 'Iran'}]",,0,90.0,"[{'iso_639_1': 'fa', 'name': 'فارسی'}]",Released,Rising and falling between a man and woman,Subdue,False,4.0,1
False,,0,"[{'id': 18, 'name': 'Drama'}]",,111109,tt2028550,tl,Siglo ng Pagluluwal,An artist struggles to finish his work while a storyline about a cult plays in his head.,0.178241,/xZkmxsNmYXJbKVsTRLLx3pqGHx7.jpg,"[{'name': 'Sine Olivia', 'id': 19653}]","[{'iso_3166_1': 'PH', 'name': 'Philippines'}]",2011-11-17,0,360.0,"[{'iso_639_1': 'tl', 'name': ''}]",Released,,Century of Birthing,False,9.0,3
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,67758,tt0303758,en,Betrayal,"When one of her hits goes wrong, a professional assassin ends up with a suitcase full of a million dollars belonging to a mob boss ...",0.903007,/d5bX92nDsISNhu3ZT69uHwmfCGw.jpg,"[{'name': 'American World Pictures', 'id': 6165}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-08-01,0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A deadly game of wits.,Betrayal,False,3.8,6
False,,0,[],,227506,tt0008536,en,Satana likuyushchiy,"In a small town live two brothers, one a minister and the other one a hunchback painter of the chapel who lives with his wife. One dreadful and stormy night, a stranger knocks at the door asking for shelter. The stranger talks about all the good things of the earthly life the minister is missing because of his puritanical faith. The minister comes to accept the stranger's viewpoint but it is others who will pay the consequences because the minister will discover the human pleasures thanks to, ehem, his sister- in -law… The tormented minister and his cuckolded brother will die in a strange accident in the chapel and later an infant will be born from the minister's adulterous relationship.",0.003503,/aorBPO7ak8e8iJKT5OcqYxU3jlK.jpg,"[{'name': 'Yermoliev', 'id': 88753}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1917-10-21,0,87.0,[],Released,,Satan Triumphant,False,0.0,0
False,,0,[],,461257,tt6980792,en,Queerama,"50 years after decriminalisation of homosexuality in the UK, director Daisy Asquith mines the jewels of the BFI archive to take us into the relationships, desires, fears and expressions of gay men and women in the 20th century.",0.163015,/s5UkZt6NTsrS7ZF0Rh8nzupRlIU.jpg,[],"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2017-06-09,0,75.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Queerama,False,0.0,0
